Operator; Left array; Right array; Expected result
DoubleSumSqrtsOfTwo; [0.1412635932985662, 0.5599678445598248, -0.9715263418320512, 0.3621936130003163]; [-0.4268780815579152]; [NaN]
DoubleSumSqrtsOfTwo; [-0.4943238044229221, 0.008768427014805846, -0.11924630861913021, -0.18951492987257668, -0.5412047000029723, -0.2736124744974604, -0.13258889425585818]; [-0.27685159120568903, 0.4144079161976906, 0.027725345479048036, 0.20978409323783143, -0.37026781360763983, 0.5915811715929367, -0.24883458797766567, 0.23915410306801976]; [NaN, 0.7373851055593172, NaN, NaN, NaN, NaN, NaN]
DoubleSumOfTwo; [-0.5273629981429424, -0.9354191462191377, 0.2891976907624867, 0.14896607049976485]; [0.4968312546626492, 0.10600226328297313, -0.5934037101144436, 0.812287100370104]; [-0.030531743480293194, -0.8294168829361646, -0.3042060193519569, 0.9612531708698688]
DoubleProductOfTwo; [0.15225763606858878, 0.47576465675035307]; [-0.21457986393266837, 0.5847103507528111, -0.7927746996349856, 0.9856199624855788, -0.18356952246783909, 0.8061435233591723, -0.6097692752344499]; [-0.032671422830307516, 0.2781845193242897]
DoubleSumSqrtsOfTwo; [0.3270306889036294, 0.2678443483183415]; [0.40437571639524506, -0.7297704045243263, 0.37097292663184045, -0.36382655748350534, 0.2552682161914974, -0.4595398830478259, -0.0685741850681183, -0.7797755065473893]; [1.2077714014879584, NaN]
DoubleSumSqrtsOfTwo; [-0.23113092703681049, 0.3884951698824093, 0.3300103093539204, 0.25816607176828743, -0.4522964766013011, -0.7847195039562118, -0.9925564895309533, -0.17110500390424965, 0.9029458858729587]; [0.6084929025129022, 0.8981787924615257, -0.3572369776863571, -0.48386805697419466]; [NaN, 1.5710167583518633, NaN, NaN]
DoubleSumOfTwo; [0.18063124126087282, -0.6821957298766723, 0.3330531985615326, 0.5985231173583632, -0.35016925782849784, 0.7084749389492087, -0.5915771707014867, 0.5271877994075467]; [0.371469826881768, 0.7458585162905169, -0.3621406668559186, -0.8736823329007539, 0.4212161386400306, -0.9682238817374289, 0.31352113102657997, -0.485749727747828]; [0.5521010681426408, 0.0636627864138446, -0.02908746829438602, -0.27515921554239076, 0.07104688081153276, -0.25974894278822025, -0.2780560396749068, 0.04143807165971869]
DoubleProductOfTwo; [0.2852368883384031, -0.12007630091944788]; [0.5731666165524547, 0.7511222248021696, 0.23087681513007707, -0.4522377507769373, -0.23729974427964007, 0.3990303049666184, 0.5111853300085756, -0.32413137375616397]; [0.16348826220487284, -0.0901919782926305]
DoubleProductOfTwo; [0.6806934781253458, -0.45396859588093363, -0.30074826087503803]; [0.6667409114848704, -0.5294325315093931]; [0.4538461900470997, 0.2403457429430073]
DoubleSumOfTwo; [-0.1527357793693518, 0.6533866318692703]; [-0.7317427352282859, 0.9124507157745878, 0.7009306473100629, -0.11823474121394173, -0.27731209298918613, -0.08444557713174716, 0.8038257787922343, 0.4052259997076537, -0.49963508105280785]; [-0.8844785145976377, 1.565837347643858]
DoubleSumOfTwo; [-0.876763887164167, 0.020560218693326915, 0.6094969027115771, 0.857816820818547, 0.7167497726572554, 0.752570410462645, 0.03319953095539163, 0.2433784155726768, -0.25999100314929624]; [0.8074669700032386]; [-0.06929691716092834]
DoubleProductOfTwo; [-0.4444411583529735, 0.918988693908503, 0.5665186060496796, 0.1462226939312532]; [0.027825413371951102, 0.07509396111004252, -0.5090430394655971, -0.17484367018980929, 0.0349940910807407, 0.18627546193300537]; [-0.012366758950680266, 0.06901050124093389, -0.2883823531373422, -0.025566112471981463]
DoubleProductOfTwo; [0.8517201064184228, 0.9516206448657509, 0.1794821647297713]; [-0.6115758028483178, -0.4229324015178906, 0.536756708384996, 0.046007617236459186, -0.7460108781158206, -0.4036637774396059, -0.24437102889744233, 0.8369859754304392]; [-0.5208914078849016, -0.40247120466707575, 0.09633825595416567]
DoubleProductOfTwo; [0.5000273589986186, -0.8309822072074675, 0.3145096493297197, -0.43965682792338656, -0.11551098623861922, 0.8583244068344524]; [0.37703347978511403, -0.3932804189405281, 0.8293712409560723, -0.387807537611204, 0.8153970401894037, -0.42938226329376095, 0.1550803566875043, -0.7864940030271392]; [0.18852705515100962, 0.3268090305826776, 0.26084525815724874, 0.1705022318309214, -0.09418731628832906, -0.36854927644685204]
DoubleProductOfTwo; [-0.5702700653557371, -0.7498740065924565, -0.28145618485988044, -0.7773538712211112, -0.7817809737091157, 0.9024269203318103, 0.7183155770687133, -0.540696208251126]; [0.782518731514541]; [-0.44624700816288576]
DoubleSumSqrtsOfTwo; [-0.9626216304236561, -0.03687603263494732, -0.9431809210745932, 0.5174343721568475, -0.7009671187594688, -0.5039881188086706, 0.17114005355251471, -0.6391809971950309, 0.3150393327957486]; [-0.3755761756239524, 0.5378210458331432]; [NaN, NaN]
DoubleProductOfTwo; [-0.43092402403183483, -0.21355165952819966, 0.6272968929724863, 0.24430894999315256, -0.7643859296388711, -0.4544776194238467, 0.193415733665403]; [0.3210947686695407, 0.08405427980046043, -0.1732719986733613, -0.009004742084673278, 0.054134354656550254, -0.555059349556942]; [-0.13836744981064958, -0.017949930941835956, -0.1086929864069323, -0.0021999390836656804, -0.041379539009547515, 0.2522620518255878]
DoubleSumOfTwo; [0.5761670397937644, -0.323343244055059, 0.2822718910905684, 0.2641607297649755, -0.7327190695143606, 0.1226685257236626, -0.6327731745800966, -0.5067653905757405]; [0.3957411046872681, -0.32547801192302295, -0.989966365907162]; [0.9719081444810325, -0.6488212559780819, -0.7076944748165936]
DoubleSumOfTwo; [-0.7239160755284331]; [-0.40598429438045147, -0.1533791897044725, 0.6366514404117551]; [-1.1299003699088845]
DoubleProductOfTwo; [0.9738459570584224, -0.863817980304973, 0.022060634518894284, -0.3132108359994785, -0.7412489321201012, -0.5038688448938649]; [0.44318282267260156, 0.8138195202587659, 0.26003457951812514, -0.4226098082317373, -0.937213750608143, -0.2600163998304328, 0.05930702222994455, 0.2503651354873928, 0.6715866117521669]; [0.43159180009745274, -0.7029919343226892, 0.0057365278210237125, 0.13236597133784175, 0.6947086918065609, 0.13101416303602148]
DoubleProductOfTwo; [-0.6900839491833219, -0.29023921513989115, -0.08711389962572635, 0.12571406885089842, 0.14684829989571013, 0.3930435026120709, 0.9325136805424106]; [-0.5312561085393637, 0.23967620755647845]; [0.3666113134086076, -0.06956343436889795]
DoubleProductOfTwo; [-0.6704184180238943, 0.03414480938901643, -0.7240416987204457, 0.775406363486576, -0.377408829196193, -0.035966689663336604]; [-0.355760083333718, -0.41967715949341566, -0.6570337260545096, 0.0914192275524568, -0.09079903121706812]; [0.23850811226464005, -0.014329796615826524, 0.4757198151291311, 0.07088705078920232, 0.03426835606378226]
DoubleProductOfTwo; [0.644545356234443, 0.8516867974045408]; [0.0015388192218994678, 0.3918557120244017, 0.3784772927419362, 0.6083434640404766, 0.5888653491569864]; [9.918387835596008E-4, 0.33373833641873873]
DoubleSumSqrtsOfTwo; [0.2603455400314121, 0.48596969851164107]; [0.5288279965755092, -0.32299107118397963, 0.9379312269801596, -0.3621431134642237, 0.3321918781083857, -0.2282182991891728, 0.39666770788809913, -0.509154161687758]; [1.2374462769201247, NaN]
DoubleSumSqrtsOfTwo; [0.256128402770899, 0.19651273588474139]; [0.14688187839563005, -0.9794292203872534, -0.9775122874706743, 0.5637755851967823, -0.23422426769165083, 0.6239520465144126, 0.9986854212383938, -0.6947312101885341]; [0.8893430156041962, NaN]
DoubleSumSqrtsOfTwo; [-0.5958192887004268, -0.0051733237471054405, -0.8721789842180676, -0.18833148841896796, 0.868692687043328, -0.6118543935396261, 0.3897730491459548, -0.37314998730078064, 0.5971189223485354]; [0.5618617795164369]; [NaN]
DoubleProductOfTwo; [0.30749323167022324]; [-0.9040465811065046, -0.8716266266373587, -0.5780399721101148, 0.32717268887471485, 0.8843464905061771, -0.4863426211708437, -0.8050906780505425, 0.777909052994151, 0.8646162748495474]; [-0.2779882048048557]
DoubleSumOfTwo; [-0.4760315669569204, 0.8131444458765853, 0.5559538393871644, 0.01129876711334088, -0.5203188225643038, 0.12301401633690423, 0.6805744901994855]; [0.14813422480094252, -0.9388521573067645, -0.4890418820748281, 0.43301775112328156, -0.33978595774507014, 0.5549703375886643, 0.5925086132292516, -0.08298606873941639, 0.6134629482915386]; [-0.3278973421559779, -0.12570771143017923, 0.06691195731233623, 0.44431651823662244, -0.860104780309374, 0.6779843539255686, 1.273083103428737]
DoubleProductOfTwo; [0.6487964855738104]; [0.7200320755706249, -0.43128396535808866]; [0.4671542801306377]
DoubleProductOfTwo; [0.11647818833210688, 0.10819859902275675]; [-0.7610360319639626, -0.6040813513253598, 0.21482630597650387, 0.4523943853147183, -0.34138911165906394, 0.5408572041519224, 0.12547540589531136, -0.9087269243167242]; [-0.08864409825861776, -0.06536075590917764]
DoubleSumOfTwo; [-0.7975745548374287, -0.862160753301086, 0.19911942986332032]; [-0.7056058960262908, -0.4360133290696413, -0.6235867197391063, 0.6407286861355681, 0.833327227397558, 0.11874760004702734, -0.8172654505869921]; [-1.5031804508637194, -1.2981740823707273, -0.42446728987578597]
DoubleSumSqrtsOfTwo; [-0.27626060248428663, -0.8280926625053449, -0.6720620512820692, -0.0037610586524601253]; [8.730640828125136E-4, -0.32532029235450954, -0.3801594522804952, -0.2543103239425615, 0.8446543600567566, 0.46201420938802196]; [NaN, NaN, NaN, NaN]
DoubleSumOfTwo; [-0.3550140255857168]; [-0.6818838027481826, -0.45672548207278507, -0.7389284362032, -0.5243605926026955]; [-1.0368978283338994]
DoubleProductOfTwo; [-0.4338851345425838, -0.86747475028888, -0.11499373248845157, -0.9437189635343193, 0.21343664255524564, -0.8378931889140653]; [0.8184941544241009]; [-0.3551324463146194]
DoubleSumSqrtsOfTwo; [0.0106102168368436, -0.10426078840661379, -0.32530907817845023, -0.20412255526712597, -0.22806919934465797, 0.012833711802419767, 0.8186987897045739]; [0.22892033456519445]; [0.5814621060184357]
DoubleProductOfTwo; [0.9276042572994221, 0.07071008236570786, 0.7208308421783876, -0.12562599674670039, -0.3454160443121148, 0.7560777836977923]; [0.5119649537564059, -0.7727483837296929, -0.8281261896777681, -0.8868882869372314, -0.2698836614900104, 0.7839167846012678, -0.7529190193204711]; [0.4749008706925439, -0.05464110186149421, -0.5969388987354046, 0.11141622504946332, 0.09322214677634923, 0.5927020651048263]
DoubleSumSqrtsOfTwo; [-0.11845342847013596, -0.2832688561236041, 0.5397936615926708, 0.9680613020529849, 0.3072155198180939, -0.9223358455561759, -0.13029209733816383, -0.773015216200748]; [0.5505830359092494, -0.20223152498252972, -0.7154275571708988, -0.3370254267825141, 0.19577385132756397, -0.8218960940686066]; [NaN, NaN, NaN, NaN, 0.9967336486412568, NaN]
DoubleSumOfTwo; [-0.5336653793945558, 0.17080396875669623, -0.6979463107935666]; [-0.5926521491956258, -0.5461961704996738, -0.4930390691668951, -0.0583293371145428, -0.7159276113147839, 0.8851828322043072, -0.9892793411818486, -0.7675808149510237, -0.6258728683098709]; [-1.1263175285901816, -0.3753922017429776, -1.1909853799604617]
DoubleProductOfTwo; [0.7988288623719197, 0.006692287603799807, -0.4997592136930544, 0.7174473648011392]; [-0.3480275437339342, -0.9333640520292068, -0.6033692671837612, 0.0911842891682284, -0.06217233227931507]; [-0.2780144468350722, -0.006246340675227419, 0.30153935053431097, 0.06541992797501053]
DoubleSumOfTwo; [-0.01782629761706489, -0.45242915233791225]; [-0.20886737027519797, 0.06472744779508921, -0.9636548675660739, -0.37483641025854886]; [-0.22669366789226286, -0.38770170454282304]
DoubleSumOfTwo; [0.9110082466165537, 0.006623750606700174, 0.9607886260173497, 0.610094117336555, 0.17920795631100006, -0.3575069822668817, 0.8266553003990873, 0.45250133447197105, -0.4447397527121686]; [-0.3271079475104517, 0.04119207817415016, -0.6592083262081201, 0.9932551657918067, 0.5351122433490063, 0.6082578653314388]; [0.583900299106102, 0.047815828780850334, 0.3015802998092296, 1.6033492831283618, 0.7143201996600064, 0.25075088306455706]
DoubleSumSqrtsOfTwo; [0.3523821299940737, 0.04711835899344341, 0.8340823778384918, 0.8598653723880691, 0.3873126572787855, -0.6773260924989601, -0.5356251451556564, -0.022831453791507972]; [0.9751209032905337, 0.17401731524548092, 0.8193715601739522, -0.2068554164936578, 0.7973258309636075]; [1.5810999343702283, 0.6342214637472998, 1.8184725550550596, NaN, 1.5152755181232715]
DoubleSumSqrtsOfTwo; [0.49679906772318305, 0.26685057395981326, 0.6055470074995688, -0.4176812758568522, -0.011403265462470058, -0.5840438042925282]; [-0.9724653984692382, 0.40641524062253254, -0.17336766846809248, -0.3912804929729947, 0.264709034791069, 0.3742726696985301, -0.6443308424301433]; [NaN, 1.1540828677042974, NaN, NaN, NaN, NaN]
DoubleSumSqrtsOfTwo; [-0.46000129593008676, 0.6311224412488168, 0.153832264869469, 0.08400060774784546, 0.9429120725586626, 0.6031438015876565, 0.9053980681569349]; [-0.9469780873250406]; [NaN]
DoubleSumSqrtsOfTwo; [0.8725394234635813, 0.2589014877408069, 0.7714165341478882, -0.5240462932296934, 0.27887109993253834, -0.437652073997298, 0.2829763336966322, 0.4338639363247674, 0.2806866801641539]; [-0.3751810982577959, 0.790998293574515, -0.6277862123024982]; [NaN, 1.398204479713479, NaN]
DoubleProductOfTwo; [-0.16475158465093442]; [-0.18670989033552843]; [0.030760750302780495]
DoubleSumOfTwo; [0.3445402710924341, -0.8412693797976978, -0.6556019089489202, -0.626639974383481]; [-0.6844050886173749, -0.456511050411204, 0.1458485665191771, -0.9036823447799551]; [-0.3398648175249408, -1.2977804302089018, -0.5097533424297431, -1.530322319163436]
DoubleSumOfTwo; [-0.4907904892020727, -0.9953404448450609]; [-0.1908352440297425, 0.4834806281099593, -0.500286473092459, -0.8315362633967012, -0.310868131847972, 0.8473181034204906]; [-0.6816257332318152, -0.5118598167351016]
DoubleProductOfTwo; [-0.5017112870907654, 0.25944882790176993, 0.2849115241018527, 0.8377007541373294, -0.8159269683995998, 0.36727873815321943]; [-0.3884099693534331, -0.007051894266846936, -0.37955887372594543, -0.2911887972517955, 0.011425751096289849, 0.08917198634593415]; [0.19486966564319566, -0.0018296057020206489, -0.10814069719964177, -0.24392907505417097, -0.00932257845368418, 0.03275097462375081]
DoubleSumOfTwo; [-0.36994293591159133, -0.48068778228093545, -0.3846940866932216, -0.7022575692621409, -0.18325043998148716, -0.2757640813138833, 0.010626345343278887, 0.4595310949453979]; [-0.20078880213351424, 0.1230756087384024]; [-0.5707317380451056, -0.35761217354253305]
DoubleSumSqrtsOfTwo; [-0.41998964843984465, 0.14591502653781152, 0.16097778588925316, 0.45937141923151037, 0.44598660792168787, -0.39964819195565093, 0.12309655398148056, -0.5439638758603458]; [-0.010051133902073461, 0.14066517155243075]; [NaN, 0.7570418126953302]
DoubleProductOfTwo; [-0.9896554968108968, -0.3372591801161826, -0.4905771416897906]; [0.1510083793364625, 0.20881243614858103, -0.20782160756155754, 0.7358702646434423, 0.4038010382542563, 0.5021224525700712, -0.8853971803888048, -0.34403900559903056, -0.8742376573498982]; [-0.14944627267483515, -0.07042391101353317, 0.10195253021892628]
DoubleProductOfTwo; [-0.5744998836470352]; [-0.5648820055610726, 0.3624496611451833]; [0.3245246464691401]
DoubleSumOfTwo; [-0.04150699813740366, 0.5913755108165841, -0.8042290509692966, -0.4935056949006278, 0.7628853404425067, -0.1828590504784009, -0.6754208736179537, 0.3314588916762682, -0.9220306089149288]; [-0.6748544368788194, -0.4037970770854309, 0.23894443073258365, 0.9686310995839889, -0.7130393676061428, -0.525950751318073, -0.6290038187153253, -0.017032912574461045]; [-0.7163614350162231, 0.18757843373115324, -0.565284620236713, 0.47512540468336106, 0.04984597283636383, -0.7088098017964739, -1.304424692333279, 0.31442597910180714]
DoubleProductOfTwo; [-0.4515975530784344, 0.6711734814297434, -0.21186188100230008, -0.01113215291117231]; [-0.5012474085392411]; [0.22636210318322764]
DoubleProductOfTwo; [-0.00257736683199683, -0.5189117950111741, -0.22925028514696577, 0.7370687787024, 0.45284211521292517, 0.6747123124219327]; [0.4411848798882638, -0.5595673719741081, -0.017553959496865668, -0.33402370714538065]; [-0.0011370952762025167, 0.2903661094207698, 0.0040242502201147425, -0.24619844588329381]
DoubleProductOfTwo; [0.9585052750072476, -0.8465671464773932]; [0.825029401414964, -0.2166398892422725, 0.34028525185453606, 0.09513776055433443]; [0.7907950332923149, 0.18340021284900915]
DoubleProductOfTwo; [-0.03122163381055021, -0.03659979452937834, -0.4760633001079304, 0.019261205154146754, 0.8690134203226274, 0.9107299505700535, -0.7505233618575364, 0.16518140726379804, 0.2884773229194493]; [0.8411910062400862]; [-0.02626335756155623]
DoubleProductOfTwo; [0.8258569239129923, -0.0980755214709561, -0.11184051204668166, -0.5967091714391561]; [0.1910736960631929, -0.7058227320209733, 0.02672501258523985, -0.46851355809464934, 0.2876012468553102]; [0.15779953487143453, 0.06922393250901186, -0.0029889390919872363, 0.2795663370586692]
DoubleProductOfTwo; [0.008847949060871052, -0.8808047446239817, 0.7054754787541482, 0.4485242656786692, -0.26735489381388766, -0.1393942909768211, -0.6271195081662699, 0.22607012447852215]; [-0.4143998531776174, -0.3620563796074996]; [-0.003666588791748002, 0.3189009769796671]
DoubleSumOfTwo; [-0.8615852973839926, 0.8930710455002395, -0.10758988024448746, 0.5337473918824247]; [0.7308203037653622, 0.7092136831089151]; [-0.13076499361863037, 1.6022847286091546]
DoubleSumSqrtsOfTwo; [-0.8870685583138544, 0.46732656031452935, -0.2704251036569354, -0.03223740850277301, -0.26489112224699163, -0.7753593939856043, 0.5665625192788291, 0.8247715866440484, -0.5019246231423975]; [-0.6045483092788377, 0.4136113932486336, 0.9616250810837883]; [NaN, 1.326739138535002, NaN]
