First operator; Second operator; Init; Left array; Right array; Expected result
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8129574122589494, -0.6746951509566541, 0.7064275607311783, -0.6510383374297961, -0.6575234477475242, -0.7829285681334774]; [-0.09335935686170838, -0.010974562592035886, -0.9788054334463276, -0.9677619621470066, -0.8573395280657543, -0.5894159450767666, 0.056230367447418717, -0.07692515479433482, -0.8062743712878355]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.6944374413631433, -0.6415572416687798]; [0.22243491465997534, 0.7136503318672895, -0.6747947847239872, -0.01709155814129737, -0.743376964941358, 0.4014249312896738]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.39529700104769394, 0.13622769494208442, -0.31059771478014464, 0.6531639451549949, -0.9196584836475299]; [-0.7489763556208469, -0.06202982149526215]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.9859327717468498, 0.84019757736463, 0.4668082281764572, -0.4447467396579281, 0.8681982062129063, 0.2591772654974396, -0.6182229334884803, 0.638883448400325]; [-0.7644735522801973, -0.008544967577563956, -0.22201223487450572, -0.6942643193450735, -0.7101803428360276, 0.028138424900653103, 0.1727649868458725, -0.9380780543218066]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.2676127945003737, 0.9752486662077533, 0.5120678680454696, 0.5016521677313543, -0.1923777149035346, 0.46687333873844317, 0.09694482726584286, -0.8156115482791411, -0.5583871908906832]; [0.20061209141364222, -0.07790804648337413, -0.23176568992620483, 0.9518661761263376, 0.4672034991347609]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.9940779056393596, -0.4814833975615833, -0.3829582037294166, 0.24348529918950912, -0.9955586436801525, 0.16403341050009956, -0.012641302496661622, -0.0723937719968768]; [0.4266215288655806, -0.2605440260771823]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.7616702084766682, 0.6176746272734102, -0.8931531942347548, -0.46910968167005485]; [-0.41685778896805936, 0.46979211295599876, -0.7595959457232957, -0.4673827806268631, 0.12688757436473663]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.881311274734919, -0.7491231204587963, 0.9265470262334383, 0.722049199284861]; [-0.596060016685922, -0.9663069992180346, 0.011940477320605103, -0.06753499387547812, -0.282987378655986]; 11.211497153201094
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.29203272742047726, 0.7414620634030631]; [0.01418852475815724, 0.16915120641949444, -0.09082881924659603, 0.5606488481212759, -0.0252196623621872, -0.5226168057196168, -0.13194828415169368, 0.6013927374396744]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.07842461241651932, 0.975686492616791, 0.046612157832331524, 0.44604978621605773, -0.9274326104997854, -0.5193721578812522, 0.9398587252949373, -0.34269357947352663, 0.15591245621387828]; [-0.1244526383652691, 0.8024073901600759, -0.9400530945194343]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.23574788377601896]; [-0.7753707509490155, 0.5219352691705312, 0.36418344054334706, 0.6197506125669692]; 1.8279201367805307
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.9879646391688828, -0.3631473953125306, -0.8637754763761172]; [-0.829061840047276, 0.48097853359670095, 0.583461012417567]; -0.05248523283267649
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.6497260037870798, -0.4551850229411485, -0.8936428950264466]; [-0.341744931785529, -0.20283230372158068, -0.5608955085190108, -0.9161203948982302, 0.8939145094741492, -0.5216282387611655, 0.0018359096813753695]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.41332187150145727, -0.9270751412266369, 0.7800800220364801, -0.3229226798172, -0.3721333608557904, 0.44065516808937377, -0.29933347797820065, -0.7602196126934992, -0.4697801918852109]; [0.33011241395452284]; 3.5316591441947818
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.30423831404633184, -0.20066121027061468]; [0.5508978713870807, -0.12651801702577847, -0.19126138177794916, -0.5793968058918979, -0.37208185875094313]; -0.042550121426461474
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.7490451809617207, 0.6704106337223383, -0.8072643604220102, -0.4206124540381837, 0.5152328469812899, -0.31974296098455035, 0.07042809846726095, 0.8252527557917959]; [0.9304933946539162, -0.7774910880984429, -0.3813511559052949, 0.011739232822819856, -0.022513801402991085, -0.8760553851358934, 0.9112224161350746, 0.6017726707842259, -0.29817496807182686]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.7262568130870428, 0.26518867589191997, 0.816942186243971]; [0.9204278150618512, 0.9243721129452809]; 2.7300278375149096
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.23702741320325993, 0.45132934881842734, 0.9514499391524298, 0.31311744255282714]; [-0.636524077878732, 0.024794063206004635, -0.004055117568787514, 0.1881437670886108, 0.49880653304626876, -0.4969270006862865, -0.9251218861795203]; 11.525282778574041
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.5630342111376643, -0.717926970249587, -0.615688192044145, 0.5130104350145335, -0.40696277244284773]; [-0.73802542866255, 0.3364190565854124, 0.3615569805486578, -0.1631163526094923, 0.5136266983260971, 0.7668938277718309, 0.864420131592569, 0.6416597909700335, 0.20066979820413033]; -0.00633186974868518
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.7165464117444511, 0.09818308987551205, 0.6017258996376289, 0.4677853833274055, -0.7092047486854438, -0.7460558520740108, -0.47881599998966906, -0.7071679526839731]; [-0.5230094355602042, -0.3205402924948182, -0.39958427668294294, -0.5155467862894871, 0.6434795585103137, -0.23704338510878675, 0.6707247861403549, -0.11985139294091351]; -4.2607663034304734E-5
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.7241057877447048, 0.015363770136952892, 0.2171364881556801, 0.9814438016500246, 0.5784085074571763]; [-0.7043950801793324, -0.34207957459591065, 0.7569309782926479, -0.5475230016396575, 0.023983456299867534, -0.10958090843614432]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.849404358206727, -0.9371671424609784, -0.5584180290643803, -0.5337194018739364, -0.04801520422197747, 0.710288201824608]; [-0.5010099281477216, -0.07479077820629243, 0.1164119074804324, 0.053146961627224654, -0.2044370473127637]; 5.398990605911935E-6
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.79486315203414, -0.6324646033688994, -0.14619637073973957, 0.14080602010586563, -0.44445539608378914, 0.9712875184385428, 0.37436914540983945, -0.22763004498391592, -0.5281573937042343]; [-0.06072853300247205, -0.6950701187456838, -0.9594684719461148, 0.6094052698318948]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.39861494939407227, -0.3196896642195439, 0.4569267345026131, 0.5835327559543844, -0.5184305857841627]; [0.625978369841629, -0.5943072817729713, -0.3727008142751602, 0.7172232119612865]; -0.22767058869816012
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.02900599628404965, 0.528065694017821, -0.5795741072850817, -0.11803885101318334, -0.2243282610594841, -0.1831265854653954]; [0.7861456374248637, 0.0030392314965261846, -0.35611048895370834, 0.7952500690035398, -0.15818886432453172]; 10.64725406302271
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.8089068668320532, 0.3247445722632101, -0.1957065942751266, -0.5199809501857136, 0.7989883934692943, -0.44447877380895684, 0.38727374971824413, -0.8394658355632805]; [-0.4030631902390367, -0.6422982590222839, 0.03339530150249925, 0.9093155662383607, 0.23024279423117844, -0.9299835331588018, 0.1320010272232519, -0.8505385408661841]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.5267769241113993, -0.712703739267905, -0.11149728016188232]; [0.5299051981662046, 0.1970524196570802, 0.5711540237133836, -0.8337912330489805, -0.7287892115207786]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.7896449959875584, -0.6917104516182417, -0.2563876571606658, -0.286168561072347, -0.8601698712665902, -0.585523512732161, -0.6854060616196651, 0.7327108566462388]; [0.42440975566386596, 0.7170561417458936, -0.29061785241552607, 0.4731216733135064, 0.9933238052433861, 0.7960283848369489]; 0.006678160823453232
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.27700824470089014, 0.4661527292502128, -0.9827082923656101, 0.8235959068440519, -0.8546213079848897, -0.4017298274435366, 0.24393808267095074]; [-0.4857172012872297, -0.8370166378626787, 0.6378952787048344, 0.20255179947590074, 0.6825157512355353, -0.27335487846124207]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.9370437236766853, 0.5042675780582331, -0.8981808866097358]; [0.4126081602861713]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.2131130437138078, 0.503600665631442, 0.3695438828137769, -0.6463462847890862, 0.04656105625297147, 0.5189050383158809, -0.696686137839901]; [0.642821189618441, 0.1941671593621026, -0.9465330270430639, 0.030138409160934243, 0.6947040858048685, 0.42604349804897645, 0.015585723773578142, -0.6235918591884051]; -0.5085952409283025
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.5418191345163681, 0.5850088007647944, 0.8051341662623124, -0.5732466086793091, 0.6498306291210529, 0.08874028642261322, 0.3157321626269649]; [-0.8079870821102468, -0.23482454242378847, -0.23473469593900353, -0.6041921859222994, -0.7886754803764771, -0.4747192608243056, 0.9176503044010709]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8815402781002242, 0.6106156645634517, -0.37086431327056735, -0.7065163235990193, 0.329176239162978, -0.35046272789732114]; [-0.7923724812690018, 0.800767618372394, -0.6278924690912457, 0.1111503339033253, 0.21281244032879276, -0.20965253615409596]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.36027355972388264, -0.9765606493938961, 0.12657803987063332, -0.4839757459032319]; [0.6473557243908097, 0.14899344207416187, 0.8356818270647737, -0.012989489301900248, -0.29682130992679867, 0.4389608064855197, -0.7044589520044904, 0.8434061029221975]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.07400760610944057, -0.780351644253862, 0.6930406336601171, 0.11388543204178592, 0.3571013537195513, 0.2649034572527942]; [0.21901535765871882, -0.24419579779271805, -0.7806077274498355, -0.8953191190435688, -0.7260461172493677, -0.2685517872428309, -0.004230850827934729]; 7.878866435191343
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.07003694921170123, -0.044137449507430704, 0.040163641404381334, -0.0692298902340669, 0.27646815341740494, 0.017117688665237996, 0.6046224100817297]; [-0.19667296553785563, -0.6956545344330014, -0.8724744038243866, 0.20049327657902793, 0.3752705373361769, 0.9383234039622614, 0.2436997510341754]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.2776956419194918, 0.7893220935731118, 0.3925409548299421, -0.8397434850457239]; [-0.005702374349632056, -0.6280423035108191, -0.32344043230016295, 0.9062195355816747, 0.06359310441891952, -0.20933381261320694]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.5638173804401843, -0.44958480559469205, 0.4539947678784211, -0.6782332298575182, 0.20105343140092446, 0.19253130159587717]; [-0.7877135371012467, -0.8959080947940667, -0.9530039281782203, 0.4419019574130256, 0.744881634784103]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.685479661602191]; [-0.8491264887947876, -0.4760278702595677, 0.42120633100560045, 0.9131639425771894, 0.9160724031102971]; 9.836353172807403
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.30478654539052696, -0.2887899757105219, 0.2757878134197427, 0.44153384690954844]; [0.9867372305320514, -0.7720842562868717]; 10.523714425321641
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.17390887305504665, -0.7067565426852171, -0.9958041992055373]; [0.4619350381885734, 0.27750439271364846, 0.13043638338597563, -0.2644542548691129, -0.7766101259807021, 0.12312530552094891]; 0.020465155438567664
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.9959054219625931]; [-0.9514773317409355, 0.8476992896373821, -0.5900115954600402, 0.2770639912797934, -0.5913414113888771, -0.9247964442319372, -0.9265625307962042]; 10.044428090221658
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.6458166318509131, 0.3060190517187513, -0.8193853149184835, 0.1458431831364364, 0.7744874382860267]; [-0.9066883483332349, -0.5932018796230631, -0.34084561807113034, 0.4255555955275965, -0.021165225684012023, -0.9515952750212144, 0.3999517183159982, 0.628748020427849]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.880626641076927]; [0.6343898100995855, 0.19699706259605976, -0.666864670727876, 0.12356549138809791, -0.4255304997358129]; 4.479434828714032
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.6029115797588407, 0.6626785834900519]; [-0.4509386003293674]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.6369179918991412, 0.3257565841643768, -0.04582806335298262, -0.49262809236216265, -0.02456389460282682, -0.4270682972363038, 0.12072594043213503]; [0.4154635805396816, -0.5562554536487747]; 9.548046719156142
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.41105473576914475, -0.3146652974641857]; [-0.911267283352245, -0.23224286332300492, -0.8997466339260543, 0.15133629734701604, -0.10721142253355276, 0.2922216610657702, 0.12450323813786701, -0.4886590707678453, 0.9118936287443038]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.4749189684858677, -0.34184152529474443, -0.35653293368103345, -0.20645454779530326, -0.4275682774157359, -0.8743762899252532, 0.10349174257165927, 0.7040756951332798]; [-0.8131763764648323]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.15462692704747472, -0.6062133073520646, 0.9180328781673963, -0.15507878161169808, -0.7632415732468201, -0.8253229730190323, 0.9645045045510028, 0.8229052592221573]; [-0.8612940145476271]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.918874080502655]; [-0.03357257445072359, -0.7175648226211402, -0.4511335543951718, -0.18258681555278455, -0.1656768823738901, 0.45054513087592496, -0.6243457806585, 0.02474234094994454]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.31378711640895407, -0.9459334411862446, 0.35796871065612756]; [0.051475333699243286, -0.4635482691933077, -0.4896535734709315, 0.20492209067955858, -0.7970392126397077]; 10.279357447598072
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.31296785739529054, 0.47954764339454736, -0.6489294307444244, 0.3076864674120807, 0.6744556982512644, 0.29983234225549227, 0.5950322127835659]; [0.5087523923662534, 0.28296622645168124, -0.4447548398591856, -0.6164848250578825, 0.07442704637114583, -0.8205150517582209, -0.43287089436477166, 0.3094212778073897]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.2811854274763024, -0.6336000939530313]; [0.9534220524309005, 0.5118297159148544, -0.5665739566095724]; 10.550466246916422
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8056525493026994, 0.5661973908924598, -0.9026933012268992, 0.15271442620007636, 0.8874391804269188, 0.09632870463183285, -0.5538721236713238, -0.28860271154988415]; [-0.3162214942521473]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.574826658470664, 0.323639886982916, 0.49865824462706376, -0.8429982349214333, 0.4066851468895105, 0.08612973971914983, -0.02591732080908482]; [-0.9400306406867687, 0.1793832251470444, -0.04779101283424292, 0.7824493884281962, 0.11962306676615997, -0.6638819123180111, -0.6951369962827434, 0.5892653780736059, 0.6124164537103121]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.6794070190197863, 0.29595372134909903, 0.95619699900428, 0.26261506696789083, -0.7268861702290372, 0.6441069686770522, -0.41468500752523774, 0.03115531097195734, -0.7859443433440103]; [0.4485544634555576]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.9166613525413105]; [-0.29936006023829553, -0.06794906594456385, -0.914357650187021, 0.03182769511442385]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.8124398055580857, 0.23491920169791358, -0.1886417596816281, 0.5965384218698462]; [0.47476139974021137, -0.6751260895199029, 0.5623691950337666, -0.8310765251982823, -0.16406904174753256, -0.02444257942914696, -0.3702957569487715]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.6050238089127424, -0.3949639918750758, 0.9169715471826445, 0.3733554365290115, 0.5117630129582347]; [-0.0975435301382026, 0.37538579282788964, -0.047288768457800945, -0.2720763992062991, 0.9357070601308168, -0.9311785896476701, -0.8331212691756018]; 10.126636576999312
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.6568471060620586, 0.5214045453653278]; [0.12472545489373577, -0.06941080751018092, 0.43016888709920464, 0.3120633860595563]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.635036365754363, -0.344476048551116, -0.9833396602892985, 0.7368135698583176, 0.19427748317925886, -0.13646196391756615, -0.6624794006806278, -0.871973997903212]; [0.9318662937905855, -0.2726015028085138, -0.7907775142111879, 0.28122078460622846, 0.8417700131024641]; -0.014642603199152626
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.08370399533677797, -0.49271500290534287, -0.21647563785346025, 0.3462450172895839, 0.11752889767808594]; [-0.6708908354738596, -0.15366771548785252, 0.947340587030254]; -0.008719501185227532
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.9123991926740314, -0.8687195999664266, -0.9092745403974898, -0.7646012110743896, -0.6964999999226227, 0.8265052876351011]; [-0.24042321504021347, -0.9707833319523311, -0.8777835245529892, -0.3523824772744941, 0.1681779923253024, 0.1711253883431918, 0.789400173962888]; 0.0065909092738535785
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.22085248158671877]; [0.8556053750264125, -0.20874389837868312, -0.5411794542174062]; 4.343352948887515
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.7378553905930547, -0.13806615865242988, -0.04122192571775041]; [0.44213445889013925, 0.3756545287549362, -0.1681992965941399]; -0.0011731510696846449
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.5539107451857617, -0.0042412252624683955, 0.1860959839695242, -0.7672903124762522, -0.07697365141132573, 0.04416851057057758, 0.56100192117994, -0.12314318434182425, 0.42017536064396066]; [-0.7792140186304759, -0.9234199202156794, -0.8518487598362559, -0.7081163854262453, -0.27323423806033187, -0.9696210462671224, -0.13850695557743298, -0.4719158595556687]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.060378617550492564, -0.6936539177638021]; [-0.4807375600687209, 0.28056365707549213, 0.4477800440531752, 0.3383156286243514, -0.1196357410050295, 0.24131810961495437, 0.2437926860566606, 0.8895150121916973]; -0.056489206895221813
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.7799376664363393]; [-0.023271107695626014, 0.17806660464965796, 0.125446293021787, -0.56577012247089]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.6294847462373692, 0.4566295255613806, -0.9702356741427722, 0.22953158036232546, 0.6286925681463775, -0.03942648400653148, 0.5975386973283734, -0.9585560368364754]; [-0.9103665945328259, -0.5285312938270281, -0.5624477725551487, 0.03491204797016656, 0.43813775869765137, 0.506176573749054, 0.4250546955340935]; 10.935150374522484
