Predicate; Input array; Output array
IsPositive; [-0.26745530298861264, 0.6872396790775106, -0.8626289255489068, -0.2789847771730056, 0.7801446858620054, 0.8318747296175144, 0.5929985488311453]; [0.6872396790775106, 0.7801446858620054, 0.8318747296175144, 0.5929985488311453]
IsNotNaN; [0.7346367382140424, 0.7600765486471008, -0.8666628470746975]; [0.7346367382140424, 0.7600765486471008, -0.8666628470746975]
DivisibleByTwo; [-0.9303649712591333, 0.7251010282369825, -0.2718924186078897, 0.7718711773599252, -0.5495918423692703, 0.28611564261113087, 0.7418008966443779, 0.17843246671609903, -0.4271042783404482]; []
DivisibleByTwo; [-0.47676482830995526, -0.3226173734547364, 0.860703429476483, -0.5651170149562978, -0.7275633277505591, -0.39208689691960696]; []
DivisibleByTwo; [-0.8954853580703488, 0.3578171499366749, -0.4190274526874602, -0.848729348491873, -0.7747056118198992, 0.9744747101866784, 0.7159428811199413, -0.8094036158179723]; []
DivisibleByTwo; [-0.5710669796975729, -0.6922515096747703, -0.9929551376388275, 0.6764902649961728, 0.5387153535399916, 0.9203520648671342, -0.31652749042368256, -0.16061212828594407]; []
IsPositive; [0.8547393264612222, 0.1406290847773315]; [0.8547393264612222, 0.1406290847773315]
IsNotNaN; [NaN, 0.0721891385152178, -0.7654947924384625, 0.7075464799919187, -0.3265617035010937, -0.012649675349013068, NaN]; [0.0721891385152178, -0.7654947924384625, 0.7075464799919187, -0.3265617035010937, -0.012649675349013068]
IsNotNaN; [NaN, -0.92506883591369, 0.7092915371763724, 0.6688658617651426, -0.39482477082576994, 0.4605483456419128, 0.3321118627264623, 0.45951391603766, 0.06256596480214882]; [-0.92506883591369, 0.7092915371763724, 0.6688658617651426, -0.39482477082576994, 0.4605483456419128, 0.3321118627264623, 0.45951391603766, 0.06256596480214882]
IsNotNaN; [0.2718055877410821]; [0.2718055877410821]
IsNotNaN; [-0.3457539778956402, 0.20729571494052235, 0.5952046851394599, 0.9997310546622271, 0.795836369125591, -0.055121095461779346, -0.44377648870018604, NaN, NaN]; [-0.3457539778956402, 0.20729571494052235, 0.5952046851394599, 0.9997310546622271, 0.795836369125591, -0.055121095461779346, -0.44377648870018604]
DivisibleByTwo; [0.7122243355172562, 0.9188159245507201, -0.5091734964305445, 0.9281873958501188, -0.6361648893680447]; []
DivisibleByTwo; [0.46952992450478614]; []
IsNotNaN; [-0.2501808895698616, -0.9230943774707423, -0.5917892142196834]; [-0.2501808895698616, -0.9230943774707423, -0.5917892142196834]
DivisibleByTwo; [-0.1705643306165121, -0.7943926077592358, 0.9163471014347238, 0.9310823457842234, 0.7497633289490884, -0.715292861215179, -0.3783038643094754, -0.39873246422730446]; []
IsPositive; [0.5914944875457941]; [0.5914944875457941]
IsNotNaN; [-0.8213088958237138, NaN, -0.4822472950236889, 0.6737835558976708, 0.2622063331772282, NaN, NaN, 0.26397516636759, -0.6360939989601482]; [-0.8213088958237138, -0.4822472950236889, 0.6737835558976708, 0.2622063331772282, 0.26397516636759, -0.6360939989601482]
IsNotNaN; [0.5184210790486741, 0.6392281355156744]; [0.5184210790486741, 0.6392281355156744]
IsNotNaN; [0.3823737586252842, 0.35300402630454375, -0.01414919119848923, 0.7172355191801105, -0.6921863564082897, 0.35767455334091314, 0.06449681283276987]; [0.3823737586252842, 0.35300402630454375, -0.01414919119848923, 0.7172355191801105, -0.6921863564082897, 0.35767455334091314, 0.06449681283276987]
IsPositive; [-0.0740090137711873, -0.30453369070365377, 0.5975363300742997, -0.5996221061612679, -0.8776302417445534]; [0.5975363300742997]
IsPositive; [-0.4437850822482501, 0.29097523461069263, -0.7748675765574953]; [0.29097523461069263]
IsPositive; [0.3040680804444629, -0.0026856698251960243, -0.6109243567471896, 0.15809964160985301, 0.03155027589286763, -0.41305342411098667, -0.008553783437903473, 0.25671695201728784]; [0.3040680804444629, 0.15809964160985301, 0.03155027589286763, 0.25671695201728784]
IsNotNaN; [-0.38836693424716895, 0.48067272273665984, NaN, NaN]; [-0.38836693424716895, 0.48067272273665984]
DivisibleByTwo; [-0.7982972455144741, -0.9643278928258885, 0.017193194917778376, -0.9510571145698725, -0.1216719243131259, -0.46094996748899986, -0.9905061501896175, 0.1070636315799085, 0.41129653782970355]; []
DivisibleByTwo; [-0.11061271886470148, -0.33613634676100657, 0.9779653081598652]; []
IsNotNaN; [-0.006132614950057569, 0.5960939850420703, -0.5358183569471024, NaN]; [-0.006132614950057569, 0.5960939850420703, -0.5358183569471024]
DivisibleByTwo; [0.5023005408450136, -0.7009790009000985, 0.5465503563756273, 0.6791163407655993, -0.007513775098155984]; []
IsPositive; [0.16117386364106467, -0.843308097703451, 0.22213869747018067]; [0.16117386364106467, 0.22213869747018067]
IsPositive; [-0.9112347508980763, 0.9502638230451299, -0.1419135446241544, -0.5967618693731296, -0.3202034104385427, 0.40022108910521514]; [0.9502638230451299, 0.40022108910521514]
IsNotNaN; [-0.15972128609981673, 0.9243277080536327, 0.9085930316702151, 0.5316870358772523, NaN, 0.12069596933138316, NaN, NaN, -0.24887483816114697]; [-0.15972128609981673, 0.9243277080536327, 0.9085930316702151, 0.5316870358772523, 0.12069596933138316, -0.24887483816114697]
IsPositive; [-0.6783866917707921, -0.7049404057009865, -0.6607865445190095, -0.9752475030038823, -0.9628647356901638, 0.6703094110884884]; [0.6703094110884884]
IsNotNaN; [-0.30888868118040325, 0.28320331067977733, 0.043673179966381204, -0.2553511886568338, 0.5560038847382414, -0.5203616734377297, 0.6850435665706041]; [-0.30888868118040325, 0.28320331067977733, 0.043673179966381204, -0.2553511886568338, 0.5560038847382414, -0.5203616734377297, 0.6850435665706041]
DivisibleByTwo; [0.9082735107846374, 0.9900689486478056, -0.117505655862574, -0.7376511858951331, -0.9422365494777842, -0.7531791778106771, 0.4392166687718866, 0.2551810990117769]; []
IsNotNaN; [0.980014620057408, -0.1692834353558912, -0.4878680399727957, NaN, 0.028874639874355568, NaN, 0.6425292679296779]; [0.980014620057408, -0.1692834353558912, -0.4878680399727957, 0.028874639874355568, 0.6425292679296779]
IsPositive; [-0.6680581634705054, 0.7944942364409229, 0.4928419327660032]; [0.7944942364409229, 0.4928419327660032]
IsPositive; [0.5400308781902559, -0.8489780117712309, 0.16267215885794273, -0.5023814970152416, -0.15214779782338428, -0.3032922371637865, 0.671237479764363]; [0.5400308781902559, 0.16267215885794273, 0.671237479764363]
IsNotNaN; [0.3457747045967803, NaN, 0.8666350128760003, -0.6072219993684012]; [0.3457747045967803, 0.8666350128760003, -0.6072219993684012]
IsNotNaN; [0.8283425149965775, 0.6694822085466237, 0.36325881714383734, 0.7077894744819151, 0.11978870562976396, -0.11815462764280982, 0.15693027041407204, 0.2795862560409559, 0.789649861679055]; [0.8283425149965775, 0.6694822085466237, 0.36325881714383734, 0.7077894744819151, 0.11978870562976396, -0.11815462764280982, 0.15693027041407204, 0.2795862560409559, 0.789649861679055]
IsPositive; [0.9034144490508598, -0.49069903808974114, 0.30207910493020296, -0.9947369775023855, 0.39019734518189697, 0.18431318016451703]; [0.9034144490508598, 0.30207910493020296, 0.39019734518189697, 0.18431318016451703]
DivisibleByTwo; [0.663791423616366, -0.4891426254670441]; []
DivisibleByTwo; [-0.056525475688866456, -0.531825040689953, -0.9437477186548664, -0.6313353723183017, 0.04333801057093667, -0.07364062956000206]; []
IsNotNaN; [NaN, 0.16059456828377083, -0.6105329877272274]; [0.16059456828377083, -0.6105329877272274]
IsPositive; [-0.5551916974710118, 0.7885377857926676, 0.3744143936174238, -0.05612219225462356, -0.9658384341117214, -0.8878399404974817]; [0.7885377857926676, 0.3744143936174238]
DivisibleByTwo; [0.03626022075935076, 0.44890332361732477, -0.8800273041718791, 0.8797072845024849, 0.30169978607350356, 0.4846718770728675, -0.40148654565952513, 0.5518563996120842]; []
DivisibleByTwo; [-0.31954336842609843, -0.7661292807282607, 0.8069099616106461]; []
IsNotNaN; [NaN, NaN, 0.03759607195814163, -0.2620068232963193, -0.6381088813705342]; [0.03759607195814163, -0.2620068232963193, -0.6381088813705342]
DivisibleByTwo; [-0.4365365102346601, -0.4453941372203063, 0.3243883959083258]; []
DivisibleByTwo; [-0.7920741082311558, -0.8105413856945942]; []
IsNotNaN; [NaN, 0.423008047807355, 0.8958548693843724]; [0.423008047807355, 0.8958548693843724]
DivisibleByTwo; [0.37081483770435364, -0.6886652619694467, -0.749747713392025, 0.8529530467235935, 0.14395012362133452, -0.30844174554972037]; []
IsPositive; [-0.5501354624484445, 0.9657660541182544, -0.564959430316152, -0.9140582462313358, -0.28047286262469795, 0.3329042186565352, -0.8687376238708546]; [0.9657660541182544, 0.3329042186565352]
DivisibleByTwo; [0.5296058131669066, 0.9789247477373746, -0.9708318764563089, 0.35063584819899263]; []
DivisibleByTwo; [0.03503041672142859]; []
DivisibleByTwo; [-0.5688567629090999, 0.6083619798184181, -0.6859018357215074, 0.5403146577450586, -0.4490879122756808, -0.3555843767789675]; []
IsPositive; [-0.6886798405513874, 0.6859380818444836, -0.9726604931919673, -0.004796638753321147]; [0.6859380818444836]
IsPositive; [0.6521739921738614, -0.6485205420702391, -0.004570604048251603, 0.6707113970304222, 0.20864946557394726, 0.7372674744468128, 0.509810874994624]; [0.6521739921738614, 0.6707113970304222, 0.20864946557394726, 0.7372674744468128, 0.509810874994624]
IsPositive; [-0.803026775869419, -0.8225934531012984, -0.5580484600716211, -0.8542490859319136, -0.81054329068319, -0.9689571675611914]; []
IsPositive; [0.4654970009557924, -0.14333878262277056, -0.5156477023005281, -0.7234545373853818]; [0.4654970009557924]
IsPositive; [-0.641874945811195, -0.2260481475567504, 0.6234781707010444, 0.6022868861590369, 0.8392329454163581, -0.49577573721679613, 0.7482827888758898, -0.7296848020730005, 0.12634558187502387]; [0.6234781707010444, 0.6022868861590369, 0.8392329454163581, 0.7482827888758898, 0.12634558187502387]
IsNotNaN; [-0.33956350812799907, -0.969307828847791, NaN, -0.057334386812228466, 0.8578153506650354, NaN, -0.9218723674361704, -0.28719556267827295]; [-0.33956350812799907, -0.969307828847791, -0.057334386812228466, 0.8578153506650354, -0.9218723674361704, -0.28719556267827295]
IsNotNaN; [-0.7880709778203299]; [-0.7880709778203299]
DivisibleByTwo; [-0.9512287433427473, -0.916819028458159, -0.1902077641898845, -0.5045235731981002]; []
DivisibleByTwo; [0.6177258946211925, -0.7425710063793953, 0.8824807689096517, -0.45801171394462536, 0.46737307857727695, -0.5022824840017459, 0.27096865380050983, 0.22877658171711412, 0.8470090754379496]; []
IsPositive; [-0.7932573272853833, 0.3086936874631909, -0.5718902801466581]; [0.3086936874631909]
IsNotNaN; [NaN, -0.850770611999397, 0.9133530532871745, NaN, -0.8527638907467898, NaN, -0.7151722087893486]; [-0.850770611999397, 0.9133530532871745, -0.8527638907467898, -0.7151722087893486]
IsPositive; [0.05947644944901187, 0.5635234092821646, -0.2680037547374061, 0.7568033411076598, 0.5728985645188589, 0.7449145157679289, 0.3915188133000944, 0.8897935862518069]; [0.05947644944901187, 0.5635234092821646, 0.7568033411076598, 0.5728985645188589, 0.7449145157679289, 0.3915188133000944, 0.8897935862518069]
IsNotNaN; [0.989422549768461, -0.4524828924801725]; [0.989422549768461, -0.4524828924801725]
IsNotNaN; [NaN, -0.2532084316101837, 0.30172818869332096]; [-0.2532084316101837, 0.30172818869332096]
IsNotNaN; [0.8398670753333985, 0.029799212817775755, 0.958785948055707, -0.7933294696140485, 0.7073271916335133, 0.5916223514207342]; [0.8398670753333985, 0.029799212817775755, 0.958785948055707, -0.7933294696140485, 0.7073271916335133, 0.5916223514207342]
IsPositive; [0.6658970319453132, -0.8917968185053009, 0.11770804885629049, 0.4206878231069149, 0.7109029424972553, -0.2605940484999796, -0.4999245341409455, -0.3419810292680521, 0.5654412697791782]; [0.6658970319453132, 0.11770804885629049, 0.4206878231069149, 0.7109029424972553, 0.5654412697791782]
IsNotNaN; [NaN, -0.05152375230645023, -0.8225159305087195, -0.6148125483990627]; [-0.05152375230645023, -0.8225159305087195, -0.6148125483990627]
IsPositive; [0.7062511283747837, 0.834578317127963, -0.8530652129582674, -0.6811728984141894, 0.22823283422223928, 0.49798786622946434, -0.40205525819525945]; [0.7062511283747837, 0.834578317127963, 0.22823283422223928, 0.49798786622946434]
IsNotNaN; [-0.2633457645753987, NaN, -0.6197293758436493]; [-0.2633457645753987, -0.6197293758436493]
IsNotNaN; [-0.5316789845823569]; [-0.5316789845823569]
IsPositive; [-0.6018558294242788, 0.29279781187864407, -0.5215282113384532, -0.893049266620245, -0.2561354376727132, -0.8844164409176163, 0.31619267973607856, 0.06843748441645059, -0.5243963409559094]; [0.29279781187864407, 0.31619267973607856, 0.06843748441645059]
IsNotNaN; [-0.5855351038072836, NaN, -0.8246294936584164, 0.37961162019928496, -0.255893435288405, -0.003396406011283659, -0.7110373582297964]; [-0.5855351038072836, -0.8246294936584164, 0.37961162019928496, -0.255893435288405, -0.003396406011283659, -0.7110373582297964]
IsPositive; [0.9513646191242404]; [0.9513646191242404]
DivisibleByTwo; [-0.6323061486069519]; []
DivisibleByTwo; [0.6046215629348275]; []
DivisibleByTwo; [-0.9958179691840141, -0.20372141242130604, 0.03405449720154441, 0.5097828358517875, -0.4266066200297851, -0.9906856323803133, -0.4997113296555129]; []
DivisibleByTwo; [-0.35627425162515425, -0.23708358657743633, 0.777431757668781, -0.05330320788608334, 0.6065828888195577]; []
IsNotNaN; [NaN, 0.30236552046832643]; [0.30236552046832643]
IsNotNaN; [0.04993526399032189, -0.498075305962447, NaN, 0.8072121588023435, 0.4119708074419579]; [0.04993526399032189, -0.498075305962447, 0.8072121588023435, 0.4119708074419579]
DivisibleByTwo; [-0.0247046512398974, -0.9010185815769804, -0.1311678991687375, 0.2865451046892826, -0.8827094421922048, 0.7144518038800773, 0.6090868573733224]; []
IsNotNaN; [-0.8984984428945486, NaN, -0.2628653306260216, NaN, -0.8555331029819686, 0.5905456376579972, 0.27681818726882357, -0.49447650891001405, NaN]; [-0.8984984428945486, -0.2628653306260216, -0.8555331029819686, 0.5905456376579972, 0.27681818726882357, -0.49447650891001405]
DivisibleByTwo; [-0.6452896443128668]; []
IsPositive; [-0.29798446168052983, -0.6694151175992722, 0.5086287742929134, 0.7544232614447892, -0.509626148651712, 0.45015021694774693]; [0.5086287742929134, 0.7544232614447892, 0.45015021694774693]
DivisibleByTwo; [-0.08375106020523382]; []
IsPositive; [-0.21737473180425448]; []
IsPositive; [-0.06826156864963573, 0.24324851091964206, -0.18132590724055286, -0.8051892728373247, 0.5796854447967257, 0.0839631465609596, 0.666298968030526, 0.9158038491707039]; [0.24324851091964206, 0.5796854447967257, 0.0839631465609596, 0.666298968030526, 0.9158038491707039]
IsPositive; [0.18522654789930204, 0.5393883934089929, -0.8448476170698369, 0.9502369530273183, -0.0032201126243878164]; [0.18522654789930204, 0.5393883934089929, 0.9502369530273183]
IsPositive; [-0.3328554589634649]; []
IsNotNaN; [NaN, -0.2669284898617348, 0.7733920432940273, -0.8728891856432568]; [-0.2669284898617348, 0.7733920432940273, -0.8728891856432568]
DivisibleByTwo; [0.47182878333901423, 0.6162673850023064, 0.6335868166475593, -0.7619463854886948, -0.6001091442628994, -0.24002758056816065]; []
DivisibleByTwo; [-0.04989366003449258, -0.661658819266183, -0.8618260814756791, -0.9186312831661483, 0.9012022182717165, -0.1490473924116431, -0.204131061032357, 0.11157985053954644, -0.9979771770683481]; []
IsNotNaN; [-0.6934959377777299, 0.456097322991049, 0.6208056274805778, -0.034964043940090894, -0.755968872816315, 0.6360235235106741, -0.3058797061656555, -0.4236853307325077, 0.3877818664151702]; [-0.6934959377777299, 0.456097322991049, 0.6208056274805778, -0.034964043940090894, -0.755968872816315, 0.6360235235106741, -0.3058797061656555, -0.4236853307325077, 0.3877818664151702]
DivisibleByTwo; [0.3149860600400054]; []
IsPositive; [0.5751324933341957, 0.9249055976018026, 0.7892902666289732, -0.5647517213112809, 0.04197321992420666, 0.2853901812930808, 0.7275156633148843, -0.35088819887247835, 0.33984211620545546]; [0.5751324933341957, 0.9249055976018026, 0.7892902666289732, 0.04197321992420666, 0.2853901812930808, 0.7275156633148843, 0.33984211620545546]
DivisibleByTwo; [0.2291387002993801, 0.07585005388481192, 0.2677762330936586]; []
DivisibleByTwo; [0.7666093439847321, 0.12764826888184078, -0.4266905542671229]; []
DivisibleByTwo; [0.8614684169745588, 0.892734320163044, 0.11174701160146605, -0.02175794536544906, 0.7670064183718848, 0.09403024788715242]; []
IsPositive; [0.7633361973008859, 0.43640171244674386, 0.878102943757455, 0.585566771124199, -0.6582661606922506, -0.43875023085773757, -0.47464553426559375, -0.5327290869169139, 0.184572737724366]; [0.7633361973008859, 0.43640171244674386, 0.878102943757455, 0.585566771124199, 0.184572737724366]
IsPositive; [-0.29713441378822125, -0.0029980989065572228, -0.5734497088605741, 0.0735980606342006, 0.6728595586158432, 0.30819050653715463, -0.3094711891794486]; [0.0735980606342006, 0.6728595586158432, 0.30819050653715463]
IsPositive; [0.8185985239069646, -0.20379916805783993, 0.195596108275218, 0.5802518408339525, -0.9119030353175044, 0.5768841886157694, -0.004073635179513424, 0.5914809089374955]; [0.8185985239069646, 0.195596108275218, 0.5802518408339525, 0.5768841886157694, 0.5914809089374955]
IsNotNaN; [-0.39668332234719683, 0.4928798365252398, -0.9390541288404379, 0.3114667117914094, NaN, NaN, -0.33168545621305334, 0.6783520182899276]; [-0.39668332234719683, 0.4928798365252398, -0.9390541288404379, 0.3114667117914094, -0.33168545621305334, 0.6783520182899276]
